% {"flow_id": 6970, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["adaboostclassifier__algorithm", "adaboostclassifier__learning_rate", "adaboostclassifier__base_estimator__max_depth", "adaboostclassifier__n_estimators", "columntransformer__numeric__imputer__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 400}
@RELATION openml-meta-flow-6970

@ATTRIBUTE adaboostclassifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE adaboostclassifier__learning_rate NUMERIC
@ATTRIBUTE adaboostclassifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE adaboostclassifier__n_estimators NUMERIC
@ATTRIBUTE columntransformer__numeric__imputer__strategy {median, mean, most_frequent}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
SAMME.R,0.07257776362094169,1,272,most_frequent,0.92656,3946
SAMME,0.02082747066837304,8,227,most_frequent,0.92666,3946
SAMME,0.09588013565149181,9,411,most_frequent,0.92666,3946
SAMME.R,0.012667567592973123,7,253,most_frequent,0.92676,3946
SAMME.R,0.0650291690212089,2,200,mean,0.92654,3946
SAMME,0.011384389419474013,9,430,median,0.92662,3946
SAMME,0.03748395390714289,10,345,most_frequent,0.9268,3946
SAMME.R,0.3847515656918767,9,407,most_frequent,0.92642,3946
SAMME.R,0.2533697362104426,8,280,median,0.92224,3946
SAMME.R,0.2758044144086842,3,346,mean,0.91914,3946
SAMME.R,0.0132461102403358,6,104,mean,0.9272,3946
SAMME.R,0.023933252477065053,9,194,median,0.92436,3946
SAMME.R,0.014986426594186412,6,447,mean,0.92608,3946
SAMME,0.09826115685810784,2,183,mean,0.92656,3946
SAMME.R,0.2173067271468632,10,181,most_frequent,0.92628,3946
SAMME.R,0.23572735422600088,10,369,median,0.92646,3946
SAMME,0.03367439554805941,5,248,median,0.9268,3946
SAMME,0.12889521498176582,4,450,most_frequent,0.92682,3946
SAMME,0.1755323773384513,8,391,median,0.92662,3946
SAMME,0.6562433937685267,9,476,mean,0.92496,3946
SAMME.R,0.013494978982693034,8,438,mean,0.92504,3946
SAMME,0.3132628152868052,7,234,median,0.92646,3946
SAMME.R,0.10159930636244956,10,339,mean,0.92642,3946
SAMME,0.014985067651049826,8,447,most_frequent,0.92686,3946
SAMME,0.03920283377238233,4,489,most_frequent,0.9267,3946
SAMME,0.3678787152800854,10,415,most_frequent,0.92542,3946
SAMME,0.030430125713397753,4,431,most_frequent,0.9268,3946
SAMME.R,0.29359754249512793,4,432,median,0.91274,3946
SAMME.R,0.02052372403025142,4,461,most_frequent,0.92674,3946
SAMME.R,1.8238373393106695,1,88,mean,0.92538,3946
SAMME.R,1.2969770805846206,7,298,median,0.91378,3946
SAMME.R,0.3175641193078913,6,231,most_frequent,0.91138,3946
SAMME.R,0.013946258468670182,8,484,most_frequent,0.9245,3946
SAMME,0.018892134010967305,5,217,median,0.92684,3946
SAMME.R,0.07680671561922726,4,210,mean,0.92502,3946
SAMME,0.02625318491534244,6,258,most_frequent,0.92674,3946
SAMME,0.03855559555207143,10,194,median,0.92672,3946
SAMME,0.30254529175870026,6,188,most_frequent,0.92676,3946
SAMME,0.05249725626477599,7,482,mean,0.92686,3946
SAMME.R,0.03593832898467333,1,327,most_frequent,0.92656,3946
SAMME,1.780652112782291,7,214,mean,0.90276,3946
SAMME,0.16283684795038897,10,172,median,0.92638,3946
SAMME.R,0.2117287135533703,2,291,mean,0.92484,3946
SAMME,0.02019977180960048,10,141,most_frequent,0.9263,3946
SAMME.R,1.2635675759520328,4,477,median,0.89404,3946
SAMME,1.7074313915533847,8,275,mean,0.92078,3946
SAMME.R,0.8055551300556775,7,140,mean,0.90168,3946
SAMME,0.1947005066920904,5,243,most_frequent,0.9267,3946
SAMME.R,0.06549569169531447,10,56,mean,0.92074,3946
SAMME.R,0.27249313027392846,9,88,mean,0.91376,3946
SAMME,0.10098039113031916,5,188,mean,0.92694,3946
SAMME,1.599192467484355,6,303,most_frequent,0.91854,3946
SAMME,0.014305934304374953,1,457,most_frequent,0.92656,3946
SAMME.R,0.11752912803167928,9,62,median,0.91696,3946
SAMME.R,0.9523781627625645,2,142,mean,0.9222,3946
SAMME.R,0.5752414548633745,7,444,median,0.92242,3946
SAMME.R,0.06964903795478529,7,347,median,0.9197,3946
SAMME.R,0.4150180112925428,4,206,most_frequent,0.91652,3946
SAMME,0.013765925302881246,9,86,median,0.92634,3946
SAMME,0.1502752189968074,4,172,most_frequent,0.9269,3946
SAMME,1.0321713074156922,5,441,mean,0.92692,3946
SAMME,0.4838333446243339,4,382,median,0.92676,3946
SAMME.R,0.056392365160274543,1,181,mean,0.92656,3946
SAMME.R,0.7054497751669094,7,60,most_frequent,0.91058,3946
SAMME.R,0.1026593727735787,3,348,median,0.92398,3946
SAMME.R,0.08134948731648328,6,104,mean,0.92374,3946
SAMME,1.1179793455726477,5,493,most_frequent,0.92604,3946
SAMME,0.01308288905667838,5,360,most_frequent,0.92678,3946
SAMME.R,0.015506324474978224,3,327,median,0.92656,3946
SAMME,0.3214499473468642,3,50,mean,0.92662,3946
SAMME,1.9849028896520857,10,458,most_frequent,0.89764,3946
SAMME,0.0501730727193742,3,329,mean,0.92658,3946
SAMME,0.14156011143172337,2,190,most_frequent,0.92656,3946
SAMME,0.03158684820028672,7,311,mean,0.92668,3946
SAMME,0.052178561260943376,6,331,median,0.9268,3946
SAMME,0.9405882730657261,6,262,most_frequent,0.92628,3946
SAMME.R,0.12215936076015077,2,457,median,0.92544,3946
SAMME.R,0.3519023485386058,2,328,median,0.92362,3946
SAMME.R,0.13600973514146292,10,130,most_frequent,0.92184,3946
SAMME.R,0.1695384294894252,10,329,mean,0.92646,3946
SAMME,0.032905882544923305,2,452,mean,0.92656,3946
SAMME,0.17180519281599024,2,412,mean,0.92656,3946
SAMME.R,0.2562219335133044,5,87,most_frequent,0.92118,3946
SAMME.R,0.023016574087865387,3,412,median,0.92656,3946
SAMME.R,0.4581224686804188,2,225,median,0.9247,3946
SAMME,0.1452473208879655,10,67,most_frequent,0.92666,3946
SAMME.R,0.05689734945226647,7,322,median,0.92152,3946
SAMME.R,0.02286224533549548,3,380,median,0.92656,3946
SAMME,0.013001023953386467,6,50,most_frequent,0.9265,3946
SAMME,0.24970501857337468,8,204,mean,0.92626,3946
SAMME,0.02218864215075042,1,87,mean,0.92656,3946
SAMME.R,0.34054777506416695,4,271,mean,0.91376,3946
SAMME.R,0.42949004958787856,4,493,median,0.90882,3946
SAMME.R,0.28823651751586526,1,472,mean,0.92572,3946
SAMME.R,0.05405328747753288,1,222,mean,0.92656,3946
SAMME.R,0.7297776778330526,4,311,mean,0.9052,3946
SAMME.R,0.3159683449575029,6,166,mean,0.91226,3946
SAMME,0.7965547702705226,9,242,most_frequent,0.92492,3946
SAMME,0.40703114796766465,8,196,median,0.9256,3946
SAMME,0.8169749758776573,5,413,most_frequent,0.92656,3946
SAMME.R,0.3174651225153198,10,308,mean,0.92642,3946
SAMME.R,1.5315135806376767,7,220,mean,0.909,3946
SAMME,0.17229858315586746,10,498,most_frequent,0.92604,3946
SAMME,0.7731523374783219,10,414,most_frequent,0.9243,3946
SAMME,1.993868690390735,4,197,median,0.68508,3946
SAMME,0.010635749296584642,2,388,most_frequent,0.92656,3946
SAMME,0.036083513392259174,7,463,median,0.92664,3946
SAMME,0.02103757991643474,2,391,median,0.92656,3946
SAMME,0.2739060626737155,1,331,mean,0.92656,3946
SAMME,0.7460119891119182,7,479,median,0.926,3946
SAMME.R,0.11411580642022907,5,220,median,0.92094,3946
SAMME,0.27517786391765153,4,258,median,0.92696,3946
SAMME.R,0.14903518827897422,6,460,median,0.91724,3946
SAMME.R,0.6518020911661019,2,428,most_frequent,0.91994,3946
SAMME.R,0.04028811519180566,3,421,most_frequent,0.9265,3946
SAMME,0.13220689965989316,1,336,mean,0.92656,3946
SAMME.R,0.2630561376136481,1,220,mean,0.92634,3946
SAMME,0.09042186031862715,10,478,median,0.9269,3946
SAMME.R,0.1236039081884796,3,74,most_frequent,0.92664,3946
SAMME,0.7333732248914973,4,490,most_frequent,0.92668,3946
SAMME.R,0.08430156514227631,2,389,most_frequent,0.92626,3946
SAMME.R,0.04823160404992828,4,96,mean,0.92716,3946
SAMME,0.8651033891082663,6,486,median,0.92616,3946
SAMME.R,0.01184713417688877,5,73,most_frequent,0.92678,3946
SAMME.R,0.7108191115746123,1,304,median,0.92538,3946
SAMME,0.03528988705374983,6,187,median,0.92676,3946
SAMME,0.14920797123557372,9,444,most_frequent,0.92666,3946
SAMME,0.014545659981746402,1,398,most_frequent,0.92656,3946
SAMME.R,0.8447042840213512,4,289,mean,0.90462,3946
SAMME.R,0.04111211056364692,4,227,most_frequent,0.92644,3946
SAMME.R,0.047257332775539944,2,158,most_frequent,0.92658,3946
SAMME.R,0.01709506332792303,7,472,mean,0.92442,3946
SAMME,1.6714452842745358,7,375,most_frequent,0.917,3946
SAMME.R,0.14992454652183804,4,294,most_frequent,0.91986,3946
SAMME,0.19680388993223868,2,328,mean,0.92656,3946
SAMME,1.6051519414885447,4,401,mean,0.91976,3946
SAMME.R,0.9165871318895819,7,352,mean,0.91794,3946
SAMME,0.714474131669287,9,119,most_frequent,0.92452,3946
SAMME.R,0.08340746587649646,6,102,median,0.92366,3946
SAMME.R,0.09052971902596792,2,261,median,0.92642,3946
SAMME,0.5563906825269097,5,468,most_frequent,0.92672,3946
SAMME,0.05088997282646285,2,73,mean,0.92656,3946
SAMME.R,1.1314563616273556,8,403,mean,0.92264,3946
SAMME.R,0.023269358012082315,2,204,mean,0.92656,3946
SAMME,0.01109349469885759,5,185,mean,0.92656,3946
SAMME,0.11449083216795798,7,446,median,0.9268,3946
SAMME,0.05922739144453727,9,442,median,0.92676,3946
SAMME.R,0.6347575996967271,7,97,most_frequent,0.90706,3946
SAMME,0.29972166792847216,4,282,median,0.9269,3946
SAMME,0.5218825023569047,1,136,median,0.92656,3946
SAMME,0.1648749137089369,7,244,most_frequent,0.92676,3946
SAMME,1.1583599639618796,8,193,most_frequent,0.92526,3946
SAMME.R,0.6113512812065813,7,310,median,0.91762,3946
SAMME.R,1.0137783777899898,4,267,mean,0.9022,3946
SAMME,0.09426202536415444,9,231,mean,0.92676,3946
SAMME,0.03805924218352849,7,238,median,0.9267,3946
SAMME.R,0.10494052049651455,2,308,mean,0.9259,3946
SAMME.R,0.28965526570143085,7,210,mean,0.91336,3946
SAMME.R,1.055441004333485,9,476,most_frequent,0.92594,3946
SAMME.R,0.03095384329054004,6,433,most_frequent,0.9241,3946
SAMME.R,0.014854615874453855,2,110,mean,0.92656,3946
SAMME,0.02775371735865145,6,255,median,0.92674,3946
SAMME.R,0.7590300123038158,6,285,mean,0.9066,3946
SAMME.R,0.6150758949480012,8,319,mean,0.92346,3946
SAMME,1.3177951908418035,9,92,mean,0.92262,3946
SAMME.R,0.0653645902254026,4,108,most_frequent,0.92652,3946
SAMME.R,1.5982838282744805,10,337,most_frequent,0.92076,3946
SAMME,0.18210218991565194,1,101,median,0.92656,3946
SAMME.R,0.05405337326403659,1,331,mean,0.92652,3946
SAMME.R,0.017430275785719845,10,311,mean,0.92378,3946
SAMME,0.4003385450689083,3,476,median,0.92676,3946
SAMME.R,0.012076009130538757,1,181,median,0.92656,3946
SAMME,0.3738748643747306,1,493,mean,0.92656,3946
SAMME,0.1405817287746022,3,278,most_frequent,0.92664,3946
SAMME.R,1.6886458579406747,1,432,median,0.91598,3946
SAMME,0.03082354528381144,8,101,most_frequent,0.9266,3946
SAMME,0.04074151631538728,2,155,median,0.92656,3946
SAMME.R,0.02309984538346578,6,474,median,0.92496,3946
SAMME.R,0.3626409659791478,5,443,median,0.90948,3946
SAMME.R,0.16787202462362366,5,147,median,0.92002,3946
SAMME,0.03332377421471697,2,426,most_frequent,0.92656,3946
SAMME,0.7063980002140294,8,262,median,0.92536,3946
SAMME.R,0.04541639942589827,3,60,mean,0.92658,3946
SAMME,1.4989770967612273,2,360,most_frequent,0.92484,3946
SAMME.R,0.033654018604508645,7,155,most_frequent,0.92536,3946
SAMME.R,1.4054256546220565,4,353,median,0.89412,3946
SAMME,0.9193938280286258,10,384,most_frequent,0.92498,3946
SAMME.R,0.02598536788933253,7,377,most_frequent,0.92414,3946
SAMME,0.091504979422444,5,256,mean,0.9269,3946
SAMME.R,0.026032031284706866,4,197,mean,0.9269,3946
SAMME.R,0.12960837455064994,9,213,most_frequent,0.92294,3946
SAMME,1.7167739235462944,1,161,median,0.92656,3946
SAMME,0.11101543905390307,3,413,mean,0.92666,3946
SAMME,0.5093240821020629,2,205,most_frequent,0.92654,3946
SAMME.R,0.01581436276635185,4,384,median,0.92698,3946
SAMME.R,0.03587748143705249,3,262,mean,0.92648,3946
SAMME.R,0.03677620392692316,4,119,median,0.92706,3946
SAMME.R,1.1407326230827617,5,220,most_frequent,0.8959,3946
SAMME,0.2732552458532268,3,284,mean,0.9266,3946
SAMME,0.950778173031958,9,312,most_frequent,0.92496,3946
SAMME.R,1.5826946338018995,2,351,median,0.90252,3946
SAMME,0.2457454607496933,8,402,most_frequent,0.92636,3946
SAMME,1.4831755563750915,8,112,most_frequent,0.91856,3946
SAMME,0.7679545489228267,8,194,mean,0.92484,3946
SAMME.R,0.1296053824315852,7,155,most_frequent,0.9177,3946
SAMME,1.1370420032997868,5,367,median,0.92672,3946
SAMME,0.03553040009393794,10,333,mean,0.92702,3946
SAMME.R,0.41031472295835847,9,474,median,0.92638,3946
SAMME.R,1.6043975615024855,8,99,mean,0.90046,3946
SAMME.R,1.0677781425868926,1,120,most_frequent,0.92524,3946
SAMME,0.7590939759898281,2,213,most_frequent,0.92652,3946
SAMME,1.1523309071386718,8,151,most_frequent,0.92532,3946
SAMME,0.010057341946922569,3,470,median,0.92664,3946
SAMME.R,1.7272953897462904,1,213,median,0.92142,3946
SAMME,0.016918402613419245,6,359,mean,0.92678,3946
SAMME,0.06057293861258201,2,178,most_frequent,0.92656,3946
SAMME,0.01561893384924502,5,307,mean,0.92682,3946
SAMME.R,0.0722058671868387,7,115,mean,0.92258,3946
SAMME.R,0.33297763715761475,7,351,most_frequent,0.91968,3946
SAMME.R,0.3806236097860095,6,193,most_frequent,0.91026,3946
SAMME.R,0.9866353238527023,10,457,mean,0.92628,3946
SAMME,0.010004209419730509,3,233,mean,0.92656,3946
SAMME.R,0.6735842567822635,4,372,mean,0.90604,3946
SAMME,0.03596664566180769,9,267,most_frequent,0.92662,3946
SAMME,0.011124568143571566,3,273,mean,0.92656,3946
SAMME.R,0.1975505671642295,10,278,mean,0.92634,3946
SAMME.R,0.8740008348834627,5,104,most_frequent,0.91086,3946
SAMME,0.029185028818843557,4,72,median,0.92664,3946
SAMME.R,0.02789232210960739,10,198,most_frequent,0.92334,3946
SAMME,0.04477124429584454,8,482,most_frequent,0.927,3946
SAMME,0.03478681311683153,5,71,median,0.92676,3946
SAMME,1.079346480718398,10,122,most_frequent,0.9248,3946
SAMME.R,0.02414349814788273,3,319,mean,0.92656,3946
SAMME.R,1.0067957379408912,4,255,most_frequent,0.9022,3946
SAMME.R,0.2532160474219943,5,261,median,0.91382,3946
SAMME.R,0.032836818211242416,6,475,mean,0.92338,3946
SAMME,0.038152530087356876,6,240,median,0.92676,3946
SAMME,0.36091332764765033,5,230,most_frequent,0.92666,3946
SAMME.R,0.10940689022385285,7,118,mean,0.91862,3946
SAMME,0.2292414550733783,4,462,mean,0.92672,3946
SAMME.R,0.06686064341620007,4,135,most_frequent,0.92614,3946
SAMME.R,0.29823264396689797,9,60,mean,0.91188,3946
SAMME,0.17111793553882262,6,292,mean,0.9268,3946
SAMME,0.07424135732796393,2,440,mean,0.92656,3946
SAMME.R,0.01617705299615828,10,350,mean,0.9241,3946
SAMME.R,0.017875596244863356,1,192,mean,0.92656,3946
SAMME.R,0.8529588377301012,1,363,mean,0.924,3946
SAMME.R,0.011502823679408646,3,374,most_frequent,0.92656,3946
SAMME,0.031405017491707835,1,380,median,0.92656,3946
SAMME.R,0.6319719665012244,8,391,median,0.92412,3946
SAMME.R,0.03737477719735707,7,288,median,0.9234,3946
SAMME.R,0.010107126768044835,2,428,mean,0.92656,3946
SAMME.R,0.14934846929606696,5,268,most_frequent,0.91692,3946
SAMME.R,0.05554851599798346,2,70,most_frequent,0.92656,3946
SAMME,0.5141900218239502,4,63,most_frequent,0.92664,3946
SAMME.R,0.12315661929785562,10,168,mean,0.92408,3946
SAMME,1.2615640479035766,3,409,most_frequent,0.92606,3946
SAMME,0.29777390550114197,8,343,most_frequent,0.92642,3946
SAMME.R,0.010206141699096,9,324,mean,0.92532,3946
SAMME.R,0.5015480882320322,9,190,median,0.9239,3946
SAMME,0.3612465232225815,7,241,mean,0.9263,3946
SAMME,1.427287323873168,2,87,most_frequent,0.9252,3946
SAMME,0.6318952361928527,6,95,median,0.9262,3946
SAMME.R,0.10176879998263615,10,442,mean,0.92664,3946
SAMME,1.249033050095574,8,333,median,0.92522,3946
SAMME,0.24953195786301074,1,391,most_frequent,0.92656,3946
SAMME.R,0.04756979005571854,5,379,median,0.92446,3946
SAMME,0.07449916257558363,2,415,mean,0.92656,3946
SAMME.R,0.010610121849651242,3,289,mean,0.92656,3946
SAMME,1.2167048138887244,8,355,median,0.92538,3946
SAMME,0.040036086240436065,7,256,most_frequent,0.9268,3946
SAMME.R,1.975751494665133,2,372,mean,0.91776,3946
SAMME,0.03163107387349593,7,300,mean,0.92658,3946
SAMME.R,0.38187262323492444,10,294,median,0.92644,3946
SAMME.R,0.0425664338599669,3,456,median,0.92612,3946
SAMME.R,0.015089553904214252,7,253,most_frequent,0.92662,3946
SAMME.R,0.2031611036860822,6,345,median,0.915,3946
SAMME.R,0.016758427841547626,4,492,most_frequent,0.9265,3946
SAMME.R,0.02406356702065979,9,170,median,0.92432,3946
SAMME,0.3897039575403771,6,117,mean,0.92672,3946
SAMME,1.2080028020129316,6,222,most_frequent,0.92594,3946
SAMME,0.05162701195329096,6,52,median,0.92664,3946
SAMME.R,0.3730554213234897,6,314,median,0.91214,3946
SAMME.R,0.11046021575768529,4,375,mean,0.92032,3946
SAMME.R,0.01232521825489214,7,326,median,0.92646,3946
SAMME.R,1.16843003636232,8,446,median,0.9239,3946
SAMME,0.10732743009677491,8,100,mean,0.92678,3946
SAMME.R,0.020792537832125473,1,167,most_frequent,0.92656,3946
SAMME,0.012739383686154968,9,108,median,0.92634,3946
SAMME,0.3796897134926436,10,480,median,0.9257,3946
SAMME,0.08197427119422153,8,92,mean,0.92682,3946
SAMME.R,0.01572685812588978,8,464,most_frequent,0.92432,3946
SAMME,0.4126945489865032,7,82,most_frequent,0.9265,3946
SAMME.R,0.8963317824943046,10,261,median,0.92528,3946
SAMME,0.6154129885928739,8,397,mean,0.92516,3946
SAMME.R,0.24730207931661755,9,50,median,0.9126,3946
SAMME.R,0.05555029433637636,5,125,most_frequent,0.92632,3946
SAMME,0.10703199205181799,7,213,most_frequent,0.92688,3946
SAMME.R,0.1886685261813443,8,127,mean,0.91344,3946
SAMME,1.4228166883543938,2,368,median,0.92632,3946
SAMME,0.10774997052183431,5,213,most_frequent,0.92672,3946
SAMME,0.011041996843150716,1,309,median,0.92656,3946
SAMME,0.010310530726083308,7,464,median,0.92652,3946
SAMME,1.0606519937096288,10,91,median,0.92488,3946
SAMME,0.030607021350820312,1,327,median,0.92656,3946
SAMME.R,0.8405497921878441,2,107,mean,0.92416,3946
SAMME.R,0.013146386938483006,8,331,mean,0.92562,3946
SAMME.R,0.018134102001159818,2,107,median,0.95094,3948
SAMME.R,0.01165337520034782,3,92,mean,0.95094,3948
SAMME,0.048310072315135455,7,72,median,0.9513,3948
SAMME,1.515644770992345,1,315,median,0.92636,3948
SAMME.R,0.43384442944280144,3,191,median,0.94414,3948
SAMME.R,0.5328368133684651,6,67,median,0.9374,3948
SAMME.R,0.03261845162272842,6,88,median,0.9508,3948
SAMME.R,0.023665772453583773,1,418,median,0.95088,3948
SAMME,0.04063426160629596,7,91,median,0.9511,3948
SAMME.R,0.015184093503127232,6,298,mean,0.94998,3948
SAMME,0.34054565862490815,1,233,mean,0.9437,3948
SAMME.R,0.23376151484403931,4,193,median,0.94124,3948
SAMME.R,0.4138674040321173,7,115,most_frequent,0.9324,3948
SAMME,0.05031955540941779,4,359,most_frequent,0.95118,3948
SAMME.R,0.7412137256881716,2,423,median,0.94136,3948
SAMME.R,0.20257257002456877,5,275,most_frequent,0.936,3948
SAMME,1.6964770449122888,1,218,mean,0.92636,3948
SAMME.R,0.15506051709969712,1,183,mean,0.95108,3948
SAMME,1.1085930049547612,4,447,median,0.95034,3948
SAMME,0.05077940531922084,5,164,mean,0.95078,3948
SAMME.R,0.021292023645258413,5,316,most_frequent,0.95002,3948
SAMME.R,1.2430222156176378,4,233,mean,0.92424,3948
SAMME,0.042985832737754893,4,478,most_frequent,0.95132,3948
SAMME,0.13488466341225805,1,363,most_frequent,0.93538,3948
SAMME,0.05598820872203071,1,143,mean,0.92636,3948
SAMME.R,0.0647248886073694,5,104,median,0.94846,3948
SAMME,0.33523662432695944,6,319,most_frequent,0.9514,3948
SAMME,0.6080087868833587,6,286,median,0.95084,3948
SAMME,0.05124812985675797,4,186,most_frequent,0.95106,3948
SAMME,1.5858712480227497,7,113,most_frequent,0.93732,3948
SAMME.R,0.020665067426805423,3,280,most_frequent,0.95116,3948
SAMME,0.5281164308446505,9,90,mean,0.9502,3948
SAMME,0.07984234044675258,4,409,median,0.95122,3948
SAMME,0.9276109392992001,3,336,most_frequent,0.95124,3948
SAMME.R,0.09108788161210167,3,288,mean,0.94798,3948
SAMME.R,0.17119103276372735,2,419,mean,0.94802,3948
SAMME.R,0.028068071367507736,9,98,median,0.9493,3948
SAMME,0.10856308568022244,1,90,mean,0.92636,3948
SAMME.R,0.03224563186510197,6,341,mean,0.9471,3948
SAMME,0.44824744406295713,2,476,mean,0.95108,3948
SAMME.R,0.01673098189133527,3,123,mean,0.95088,3948
SAMME,0.8120753129414643,9,300,median,0.9495,3948
SAMME,0.04278510687808772,1,65,most_frequent,0.92636,3948
SAMME,0.330256445247132,3,66,most_frequent,0.95096,3948
SAMME,0.019650278460075363,1,462,most_frequent,0.92636,3948
SAMME.R,0.11343589758188467,3,351,most_frequent,0.94582,3948
SAMME.R,0.011425610616964762,4,288,mean,0.9511,3948
SAMME,0.3046247738626835,1,471,median,0.94652,3948
SAMME.R,0.016209922189309174,10,288,mean,0.94844,3948
SAMME.R,0.06482397414382818,9,210,most_frequent,0.94458,3948
SAMME,0.03210042809191695,3,164,mean,0.95098,3948
SAMME,0.07275301252917829,3,400,most_frequent,0.95118,3948
SAMME.R,0.0745297771211182,4,244,most_frequent,0.94702,3948
SAMME.R,0.07547099207896134,10,131,median,0.9455,3948
SAMME,0.03638554608299763,1,479,median,0.92636,3948
SAMME.R,0.9086277819083074,9,89,most_frequent,0.93686,3948
SAMME.R,0.011739062789128826,5,350,median,0.95076,3948
SAMME.R,0.22205515089358774,5,293,median,0.93502,3948
SAMME.R,1.4062889658426916,2,213,median,0.93804,3948
SAMME,0.47134302953722773,5,218,most_frequent,0.9507,3948
SAMME,0.08830073272751066,2,426,most_frequent,0.95048,3948
SAMME.R,0.3475137632660856,2,452,median,0.94514,3948
SAMME.R,0.015976321582062247,10,260,most_frequent,0.94798,3948
SAMME,1.1617907714009734,5,206,most_frequent,0.9492,3948
SAMME.R,0.04451028843810244,5,416,median,0.94596,3948
SAMME.R,1.2042390479977716,4,370,mean,0.92402,3948
SAMME,0.7037317274007373,5,353,median,0.95056,3948
SAMME.R,0.05394950607914368,5,59,mean,0.9509,3948
SAMME,0.16176396713557517,7,359,mean,0.95098,3948
SAMME,0.01906227095170982,5,241,median,0.95128,3948
SAMME.R,0.07251325138862,2,61,mean,0.95092,3948
SAMME,0.18577561200286644,1,262,mean,0.94812,3948
SAMME,0.9061625252216721,8,478,median,0.94942,3948
SAMME,0.01694150146053871,1,412,median,0.92636,3948
